,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
1,2021,04,11,01:00,27°C,29°C,120°9 Km/h,N/A,74%,22°C,1014.0mb, Few Clouds at 910m  
2,2021,04,11,02:00,27°C,29°C,120°6 Km/h,N/A,74%,22°C,1013.0mb, Few Clouds at 910m  
3,2021,04,11,03:00,27°C,29°C,Variable at 4 Km/h,N/A,70%,21°C,1013.0mb, Few Clouds at 700m  
4,2021,04,11,04:00,26°C,27°C,70°6 Km/h,N/A,74%,21°C,1013.0mb, Few Clouds at 700m  
5,2021,04,11,05:00,25°C,26°C,80°6 Km/h,N/A,83%,22°C,1013.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
6,2021,04,11,06:00,26°C,28°C,Variable at 4 Km/h,N/A,79%,22°C,1014.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
7,2021,04,11,07:00,27°C,29°C,90°7 Km/h,N/A,70%,21°C,1014.0mb, Scattered Clouds at 700m  
8,2021,04,11,08:00,29°C,31°C,60°9 Km/h,N/A,62%,21°C,1015.0mb, Few Clouds at 700m  
9,2021,04,11,09:00,29°C,31°C,120°11 Km/h,N/A,62%,21°C,1015.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
10,2021,04,11,10:00,31°C,34°C,Variable at 4 Km/h,N/A,55%,21°C,1015.0mb, Scattered Clouds at 700m  
11,2021,04,11,11:00,32°C,36°C,120°7 Km/h,N/A,55%,22°C,1014.0mb, Scattered Clouds at 700m  
12,2021,04,11,12:00,32°C,34°C,10°7 Km/h,N/A,49%,20°C,1014.0mb, Scattered Clouds at 760m  
13,2021,04,11,13:00,34°C,36°C,140°15 Km/h,N/A,44%,20°C,1013.0mb, Few Clouds at 760m  
14,2021,04,11,14:00,33°C,35°C,120°15 Km/h,N/A,46%,20°C,1012.0mb, Few Clouds at 760m  
15,2021,04,11,15:00,34°C,37°C,130°15 Km/h,N/A,47%,21°C,1011.0mb, Few Clouds at 760m  
16,2021,04,11,16:00,33°C,36°C,130°17 Km/h,N/A,49%,21°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
17,2021,04,11,17:00,32°C,32°C,80°17 Km/h,N/A,41%,17°C,1011.0mb, Few Clouds at 760m  
18,2021,04,11,18:00,31°C,32°C,90°17 Km/h,N/A,46%,18°C,1011.0mb, Few Clouds at 760m  
19,2021,04,11,19:00,30°C,31°C,90°11 Km/h,N/A,49%,18°C,1012.0mb, Few Clouds at 910m  
20,2021,04,11,20:00,29°C,31°C,110°15 Km/h,N/A,58%,20°C,1013.0mb, Few Clouds at 910m  
21,2021,04,11,21:00,28°C,30°C,120°11 Km/h,N/A,66%,21°C,1014.0mb, Few Clouds at 760m  
22,2021,04,11,22:00,28°C,31°C,120°13 Km/h,N/A,70%,22°C,1014.0mb, Few Clouds at 760m  
23,2021,04,11,23:00,28°C,30°C,120°13 Km/h,N/A,66%,21°C,1014.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,12,00:00,27°C,29°C,110°11 Km/h,N/A,70%,21°C,1014.0mb, Few Clouds at 760m  
1,2021,04,12,01:00,27°C,29°C,80°9 Km/h,N/A,70%,21°C,1014.0mb, Few Clouds at 760m  
2,2021,04,12,02:00,26°C,27°C,70°7 Km/h,N/A,74%,21°C,1013.0mb, Few Clouds at 760m  
3,2021,04,12,03:00,26°C,27°C,80°9 Km/h,N/A,74%,21°C,1012.0mb, Few Clouds at 760m  
4,2021,04,12,04:00,26°C,27°C,Variable at 4 Km/h,N/A,70%,20°C,1012.0mb, Few Clouds at 760m  
5,2021,04,12,05:00,26°C,27°C,Calm,N/A,74%,21°C,1013.0mb, Few Clouds at 760m  
6,2021,04,12,06:00,25°C,26°C,60°7 Km/h,N/A,79%,21°C,1013.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
7,2021,04,12,07:00,27°C,29°C,Variable at 4 Km/h,N/A,74%,22°C,1014.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
8,2021,04,12,08:00,28°C,30°C,340°7 Km/h,N/A,66%,21°C,1014.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m Light Rain Shower "
9,2021,04,12,09:00,29°C,31°C,350°9 Km/h,N/A,62%,21°C,1015.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
10,2021,04,12,10:00,30°C,33°C,60°7 Km/h,N/A,62%,22°C,1014.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
11,2021,04,12,11:00,31°C,35°C,50°9 Km/h,N/A,59%,22°C,1014.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
12,2021,04,12,12:00,31°C,35°C,Variable at 11 Km/h,N/A,59%,22°C,1013.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
13,2021,04,12,13:00,33°C,36°C,50°15 Km/h,N/A,49%,21°C,1012.0mb, Few Clouds at 760m  
14,2021,04,12,14:00,33°C,38°C,130°13 Km/h,N/A,56%,23°C,1010.0mb, Few Clouds at 760m  
15,2021,04,12,15:00,33°C,37°C,Variable at 7 Km/h,N/A,52%,22°C,1010.0mb, Few Clouds at 760m  
16,2021,04,12,16:00,33°C,38°C,Variable at 9 Km/h,N/A,56%,23°C,1010.0mb, Few Clouds at 760m  
17,2021,04,12,17:00,32°C,37°C,Variable at 11 Km/h,N/A,59%,23°C,1010.0mb, Few Clouds at 760m  
18,2021,04,12,18:00,32°C,35°C,Variable at 9 Km/h,N/A,52%,21°C,1010.0mb, Few Clouds at 760m  
19,2021,04,12,19:00,30°C,33°C,120°9 Km/h,N/A,59%,21°C,1011.0mb, Few Clouds at 760m  
20,2021,04,12,20:00,29°C,31°C,110°13 Km/h,N/A,62%,21°C,1011.0mb, Few Clouds at 760m  
21,2021,04,12,21:00,29°C,31°C,100°7 Km/h,N/A,62%,21°C,1012.0mb, Few Clouds at 760m  
22,2021,04,12,22:00,28°C,30°C,80°7 Km/h,N/A,62%,20°C,1013.0mb, Few Clouds at 760m  
23,2021,04,12,23:00,28°C,30°C,Variable at 4 Km/h,N/A,66%,21°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,13,00:00,28°C,31°C,Variable at 4 Km/h,N/A,70%,22°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
1,2021,04,13,01:00,27°C,29°C,Variable at 4 Km/h,N/A,74%,22°C,1012.0mb, Few Clouds at 760m  
2,2021,04,13,02:00,27°C,30°C,Variable at 4 Km/h,N/A,79%,23°C,1011.0mb, Few Clouds at 760m  
3,2021,04,13,03:00,26°C,28°C,Variable at 4 Km/h,N/A,84%,23°C,1010.0mb, Few Clouds at 910m  
4,2021,04,13,04:00,26°C,28°C,Variable at 4 Km/h,N/A,84%,23°C,1010.0mb, Few Clouds at 910m  
5,2021,04,13,05:00,26°C,28°C,Variable at 2 Km/h,N/A,84%,23°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 2700m  "
6,2021,04,13,06:00,27°C,30°C,Variable at 2 Km/h,N/A,79%,23°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 2700m  "
7,2021,04,13,07:00,28°C,31°C,Variable at 2 Km/h,N/A,74%,23°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
8,2021,04,13,08:00,29°C,34°C,320°7 Km/h,N/A,74%,24°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
9,2021,04,13,09:00,28°C,31°C,330°9 Km/h,N/A,74%,23°C,1013.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
10,2021,04,13,10:00,30°C,35°C,Variable at 6 Km/h,N/A,70%,24°C,1013.0mb," Few Clouds at 760m, Cloudy at 7600m  "
11,2021,04,13,11:00,29°C,33°C,260°13 Km/h,N/A,70%,23°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
12,2021,04,13,12:00,30°C,35°C,270°13 Km/h,N/A,70%,24°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
13,2021,04,13,13:00,31°C,37°C,270°13 Km/h,N/A,66%,24°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
14,2021,04,13,14:00,32°C,38°C,270°17 Km/h,N/A,63%,24°C,1010.0mb, Few Clouds at 760m  
15,2021,04,13,15:00,33°C,38°C,300°13 Km/h,N/A,56%,23°C,1009.0mb, Few Clouds at 760m  
16,2021,04,13,16:00,33°C,39°C,320°9 Km/h,N/A,59%,24°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
17,2021,04,13,17:00,33°C,39°C,Variable at 7 Km/h,N/A,59%,24°C,1008.0mb, Few Clouds at 760m  
18,2021,04,13,18:00,32°C,38°C,170°7 Km/h,N/A,63%,24°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 8800m  "
19,2021,04,13,19:00,31°C,38°C,130°9 Km/h,N/A,70%,25°C,1009.0mb, Few Clouds at 760m  
20,2021,04,13,20:00,30°C,35°C,110°11 Km/h,N/A,70%,24°C,1010.0mb, Few Clouds at 760m  
21,2021,04,13,21:00,29°C,34°C,120°7 Km/h,N/A,74%,24°C,1011.0mb, Few Clouds at 760m  
22,2021,04,13,22:00,29°C,34°C,Calm,N/A,74%,24°C,1011.0mb, Few Clouds at 760m  
23,2021,04,13,23:00,29°C,34°C,110°7 Km/h,N/A,74%,24°C,1011.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,14,00:00,28°C,32°C,140°6 Km/h,N/A,79%,24°C,1011.0mb, Few Clouds at 760m  
1,2021,04,14,01:00,28°C,32°C,Variable at 6 Km/h,N/A,79%,24°C,1010.0mb, Few Clouds at 760m  
2,2021,04,14,02:00,28°C,32°C,130°6 Km/h,N/A,79%,24°C,1010.0mb, Few Clouds at 760m  
3,2021,04,14,03:00,28°C,32°C,120°7 Km/h,N/A,79%,24°C,1009.0mb, Few Clouds at 760m  
4,2021,04,14,04:00,27°C,30°C,120°6 Km/h,N/A,84%,24°C,1009.0mb, Few Clouds at 760m  
5,2021,04,14,05:00,27°C,30°C,Variable at 4 Km/h,N/A,84%,24°C,1009.0mb, Few Clouds at 760m  
6,2021,04,14,06:00,27°C,30°C,Variable at 4 Km/h,N/A,84%,24°C,1010.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
7,2021,04,14,07:00,28°C,32°C,Variable at 2 Km/h,N/A,79%,24°C,1011.0mb," Few Clouds at 610m, Broken Clouds at 8200m  "
8,2021,04,14,08:00,30°C,35°C,Variable at 6 Km/h,N/A,70%,24°C,1011.0mb," Few Cumulus Clouds at 700m, Broken Clouds at 8200m  "
9,2021,04,14,09:00,31°C,37°C,Variable at 6 Km/h,N/A,66%,24°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
10,2021,04,14,10:00,32°C,37°C,Variable at 11 Km/h,N/A,59%,23°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
11,2021,04,14,11:00,32°C,37°C,Variable at 7 Km/h,N/A,59%,23°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 8200m  "
12,2021,04,14,12:00,32°C,38°C,290°9 Km/h,N/A,63%,24°C,1010.0mb," Few Clouds at 760m, Scattered Clouds at 8200m  "
13,2021,04,14,13:00,33°C,39°C,270°13 Km/h,N/A,59%,24°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 8200m  "
14,2021,04,14,14:00,33°C,39°C,310°13 Km/h,N/A,59%,24°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
15,2021,04,14,15:00,33°C,39°C,Variable at 7 Km/h,N/A,59%,24°C,1007.0mb, Few Clouds at 760m  
16,2021,04,14,16:00,33°C,39°C,260°7 Km/h,N/A,59%,24°C,1007.0mb, Few Clouds at 760m  
17,2021,04,14,17:00,33°C,38°C,160°7 Km/h,N/A,56%,23°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
18,2021,04,14,18:00,32°C,37°C,90°11 Km/h,N/A,59%,23°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
19,2021,04,14,19:00,31°C,35°C,120°11 Km/h,N/A,62%,23°C,1009.0mb, Few Clouds at 760m  
20,2021,04,14,20:00,30°C,34°C,130°9 Km/h,N/A,66%,23°C,1009.0mb, Few Clouds at 760m  
21,2021,04,14,21:00,29°C,33°C,130°9 Km/h,N/A,70%,23°C,1010.0mb, Few Clouds at 760m  
22,2021,04,14,22:00,29°C,33°C,130°9 Km/h,N/A,70%,23°C,1010.0mb, Few Clouds at 760m  
23,2021,04,14,23:00,28°C,31°C,120°11 Km/h,N/A,74%,23°C,1011.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,15,00:00,28°C,31°C,120°6 Km/h,N/A,74%,23°C,1010.0mb, Few Clouds at 760m  
1,2021,04,15,01:00,28°C,31°C,110°7 Km/h,N/A,74%,23°C,1009.0mb, Few Clouds at 760m  
2,2021,04,15,02:00,28°C,31°C,110°6 Km/h,N/A,74%,23°C,1009.0mb, Few Clouds at 760m  
3,2021,04,15,03:00,27°C,30°C,Variable at 2 Km/h,N/A,79%,23°C,1008.0mb, Few Clouds at 760m  
4,2021,04,15,04:00,27°C,30°C,Calm,N/A,79%,23°C,1008.0mb, Few Clouds at 760m  
5,2021,04,15,05:00,27°C,30°C,Variable at 2 Km/h,N/A,79%,23°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 2700m  "
6,2021,04,15,06:00,27°C,30°C,Calm,N/A,84%,24°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
7,2021,04,15,07:00,28°C,31°C,Calm,N/A,74%,23°C,1010.0mb, Few Clouds at 760m  
8,2021,04,15,08:00,30°C,35°C,Variable at 4 Km/h,N/A,70%,24°C,1011.0mb, Few Clouds at 760m  
9,2021,04,15,09:00,31°C,37°C,Variable at 7 Km/h,N/A,66%,24°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
10,2021,04,15,10:00,31°C,37°C,290°13 Km/h,N/A,66%,24°C,1011.0mb," Scattered Clouds at 760m, Broken Clouds at 8200m  "
11,2021,04,15,11:00,31°C,35°C,290°11 Km/h,N/A,62%,23°C,1010.0mb," Scattered Clouds at 760m, Broken Clouds at 8200m  "
12,2021,04,15,12:00,33°C,39°C,Variable at 7 Km/h,N/A,59%,24°C,1010.0mb," Scattered Clouds at 760m, Broken Clouds at 3000m  "
13,2021,04,15,13:00,33°C,39°C,140°13 Km/h,N/A,59%,24°C,1009.0mb," Scattered Clouds at 760m, Broken Clouds at 3000m  "
14,2021,04,15,14:00,32°C,39°C,140°15 Km/h,N/A,67%,25°C,1009.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
15,2021,04,15,15:00,32°C,39°C,130°17 Km/h,N/A,67%,25°C,1008.0mb," Scattered Clouds at 760m, Broken Clouds at 9100m  "
16,2021,04,15,16:00,31°C,38°C,120°17 Km/h,N/A,70%,25°C,1008.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
17,2021,04,15,17:00,29°C,34°C,140°17 Km/h,N/A,74%,24°C,1008.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
18,2021,04,15,18:00,28°C,32°C,150°11 Km/h,N/A,79%,24°C,1009.0mb," Few Clouds at 700m, Broken Clouds at 8200m  "
19,2021,04,15,19:00,27°C,30°C,150°9 Km/h,N/A,84%,24°C,1009.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
20,2021,04,15,20:00,28°C,32°C,Variable at 7 Km/h,N/A,79%,24°C,1010.0mb," Few Cumulonimbus Clouds at 700m, Scattered Clouds at 9100m  "
21,2021,04,15,21:00,28°C,32°C,130°9 Km/h,N/A,79%,24°C,1010.0mb, Few Cumulonimbus Clouds at 700m  
22,2021,04,15,22:00,28°C,31°C,120°9 Km/h,N/A,74%,23°C,1011.0mb, Few Clouds at 760m  
23,2021,04,15,23:00,28°C,31°C,Variable at 2 Km/h,N/A,70%,22°C,1011.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,16,00:00,28°C,31°C,110°6 Km/h,N/A,74%,23°C,1011.0mb, Few Clouds at 760m  
1,2021,04,16,01:00,28°C,31°C,130°6 Km/h,N/A,74%,23°C,1010.0mb, Few Clouds at 760m  
2,2021,04,16,02:00,27°C,30°C,Variable at 2 Km/h,N/A,84%,24°C,1010.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
3,2021,04,16,03:00,27°C,30°C,Variable at 4 Km/h,N/A,79%,23°C,1009.0mb, Few Clouds at 760m  
4,2021,04,16,04:00,27°C,30°C,Calm,N/A,79%,23°C,1010.0mb, Few Clouds at 760m  
5,2021,04,16,05:00,27°C,30°C,Variable at 4 Km/h,N/A,79%,23°C,1010.0mb, Few Clouds at 760m  
6,2021,04,16,06:00,26°C,28°C,Calm,N/A,84%,23°C,1010.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
7,2021,04,16,07:00,28°C,31°C,110°6 Km/h,N/A,74%,23°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
8,2021,04,16,08:00,30°C,34°C,Variable at 6 Km/h,N/A,66%,23°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
9,2021,04,16,09:00,31°C,34°C,80°9 Km/h,N/A,55%,21°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
10,2021,04,16,10:00,32°C,36°C,130°9 Km/h,N/A,55%,22°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
11,2021,04,16,11:00,32°C,36°C,100°13 Km/h,N/A,55%,22°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
12,2021,04,16,12:00,34°C,39°C,80°13 Km/h,N/A,53%,23°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
13,2021,04,16,13:00,34°C,39°C,140°17 Km/h,N/A,53%,23°C,1010.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
14,2021,04,16,14:00,35°C,39°C,150°17 Km/h,N/A,47%,22°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
15,2021,04,16,15:00,34°C,39°C,140°17 Km/h,N/A,53%,23°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
16,2021,04,16,16:00,34°C,39°C,140°17 Km/h,N/A,53%,23°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
17,2021,04,16,17:00,32°C,38°C,140°15 Km/h,N/A,63%,24°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
18,2021,04,16,18:00,31°C,37°C,130°17 Km/h,N/A,66%,24°C,1008.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
19,2021,04,16,19:00,31°C,37°C,130°17 Km/h,N/A,66%,24°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 8200m  "
20,2021,04,16,20:00,30°C,34°C,130°9 Km/h,N/A,66%,23°C,1010.0mb, Few Clouds at 760m  
21,2021,04,16,21:00,29°C,33°C,Variable at 13 Km/h,N/A,70%,23°C,1010.0mb, Few Clouds at 760m  
22,2021,04,16,22:00,29°C,32°C,120°13 Km/h,N/A,66%,22°C,1011.0mb, Few Clouds at 760m  
23,2021,04,16,23:00,28°C,31°C,120°15 Km/h,N/A,70%,22°C,1011.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,17,00:00,28°C,31°C,110°9 Km/h,N/A,70%,22°C,1011.0mb, Few Clouds at 760m  
1,2021,04,17,01:00,28°C,31°C,130°7 Km/h,N/A,70%,22°C,1010.0mb, Few Clouds at 760m  
2,2021,04,17,02:00,27°C,30°C,120°7 Km/h,N/A,79%,23°C,1010.0mb, Few Clouds at 760m  
3,2021,04,17,03:00,27°C,29°C,90°6 Km/h,N/A,74%,22°C,1010.0mb, Few Clouds at 610m  
4,2021,04,17,04:00,26°C,28°C,Calm,N/A,79%,22°C,1010.0mb, Few Clouds at 760m  
5,2021,04,17,05:00,26°C,28°C,Calm,N/A,84%,23°C,1010.0mb, Few Clouds at 760m  
6,2021,04,17,06:00,25°C,26°C,Variable at 4 Km/h,N/A,83%,22°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 8200m  "
7,2021,04,17,07:00,27°C,30°C,Variable at 2 Km/h,N/A,79%,23°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
8,2021,04,17,08:00,29°C,32°C,210°6 Km/h,N/A,66%,22°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
9,2021,04,17,09:00,30°C,33°C,Variable at 6 Km/h,N/A,62%,22°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
10,2021,04,17,10:00,31°C,35°C,280°9 Km/h,N/A,62%,23°C,1012.0mb," Few Clouds at 760m, Cloudy at 8200m  "
11,2021,04,17,11:00,31°C,35°C,290°11 Km/h,N/A,62%,23°C,1011.0mb," Few Clouds at 760m, Cloudy at 8200m  "
12,2021,04,17,12:00,32°C,37°C,290°13 Km/h,N/A,59%,23°C,1010.0mb," Few Clouds at 760m, Cloudy at 8200m  "
13,2021,04,17,13:00,33°C,38°C,290°15 Km/h,N/A,56%,23°C,1009.0mb," Few Clouds at 760m, Cloudy at 8200m  "
14,2021,04,17,14:00,33°C,37°C,Calm,N/A,52%,22°C,1013.0mb," Few Clouds at 760m, Cloudy at 8200m  "
15,2021,04,17,15:00,33°C,37°C,260°13 Km/h,N/A,52%,22°C,1008.0mb," Few Clouds at 760m, Cloudy at 8200m  "
16,2021,04,17,16:00,33°C,38°C,140°9 Km/h,N/A,56%,23°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
17,2021,04,17,17:00,32°C,36°C,180°7 Km/h,N/A,55%,22°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 8200m  "
18,2021,04,17,18:00,31°C,35°C,170°6 Km/h,N/A,59%,22°C,1008.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
19,2021,04,17,19:00,30°C,34°C,200°7 Km/h,N/A,66%,23°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
20,2021,04,17,20:00,29°C,32°C,160°6 Km/h,N/A,66%,22°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
21,2021,04,17,21:00,29°C,33°C,200°9 Km/h,N/A,70%,23°C,1010.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
22,2021,04,17,22:00,28°C,31°C,180°9 Km/h,N/A,74%,23°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
23,2021,04,17,23:00,28°C,31°C,120°6 Km/h,N/A,74%,23°C,1010.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,18,00:00,29°C,32°C,130°6 Km/h,N/A,66%,22°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
1,2021,04,18,01:00,28°C,31°C,180°6 Km/h,N/A,74%,23°C,1009.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
2,2021,04,18,02:00,28°C,31°C,Variable at 6 Km/h,N/A,74%,23°C,1009.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
3,2021,04,18,03:00,28°C,31°C,Variable at 2 Km/h,N/A,74%,23°C,1008.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
4,2021,04,18,04:00,27°C,30°C,Calm,N/A,79%,23°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
5,2021,04,18,05:00,27°C,30°C,Variable at 4 Km/h,N/A,79%,23°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
6,2021,04,18,06:00,27°C,30°C,Variable at 4 Km/h,N/A,79%,23°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
7,2021,04,18,07:00,27°C,30°C,Variable at 6 Km/h,N/A,84%,24°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
8,2021,04,18,08:00,30°C,33°C,360°9 Km/h,N/A,62%,22°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
9,2021,04,18,09:00,31°C,33°C,50°9 Km/h,N/A,52%,20°C,1009.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
10,2021,04,18,10:00,31°C,35°C,300°13 Km/h,N/A,62%,23°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 9100m  "
11,2021,04,18,11:00,30°C,34°C,260°9 Km/h,N/A,66%,23°C,1008.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
12,2021,04,18,12:00,31°C,35°C,280°11 Km/h,N/A,62%,23°C,1007.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
13,2021,04,18,13:00,31°C,35°C,260°13 Km/h,N/A,59%,22°C,1007.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
14,2021,04,18,14:00,31°C,35°C,270°20 Km/h,N/A,59%,22°C,1001.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
15,2021,04,18,15:00,32°C,36°C,270°9 Km/h,N/A,55%,22°C,1005.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
16,2021,04,18,16:00,33°C,36°C,Variable at 6 Km/h,N/A,49%,21°C,1005.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
17,2021,04,18,17:00,32°C,36°C,240°6 Km/h,N/A,55%,22°C,1005.0mb," Few Clouds at 700m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
18,2021,04,18,18:00,30°C,36°C,250°15 Km/h,N/A,75%,25°C,1006.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
19,2021,04,18,19:00,29°C,35°C,250°17 Km/h,N/A,79%,25°C,1006.0mb," Few Clouds at 700m, Broken Clouds at 9100m  "
20,2021,04,18,20:00,29°C,35°C,250°17 Km/h,N/A,79%,25°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
21,2021,04,18,21:00,29°C,34°C,240°11 Km/h,N/A,74%,24°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
22,2021,04,18,22:00,29°C,34°C,250°6 Km/h,N/A,74%,24°C,1008.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
23,2021,04,18,23:00,29°C,35°C,250°9 Km/h,N/A,79%,25°C,1008.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,19,00:00,29°C,34°C,330°7 Km/h,N/A,74%,24°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
1,2021,04,19,01:00,29°C,32°C,10°11 Km/h,N/A,66%,22°C,1007.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
2,2021,04,19,02:00,28°C,31°C,340°7 Km/h,N/A,74%,23°C,1006.0mb, Few Clouds at 760m  
3,2021,04,19,03:00,28°C,31°C,350°11 Km/h,N/A,70%,22°C,1006.0mb, Few Clouds at 760m  
